haushalt;haushalt_beschreibung;haushaltstelle;einzelplan;unterabschnitt;haushaltkonto;jahr;wert;soll_ist;einnahme_ausgabe;vermerke;fb;haushaltstelle_beschreibung;haushaltstelle_beschreibung_detail;einzelplan_beschreibung;unterabschnitt_beschreibung;seite
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0301.9361";"0";"0301";"9361";2014;4500;"Soll";"Ausgabe";"";"202";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Kämmerei";"1100"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0301.9389";"0";"0301";"9389";2014;1850;"Soll";"Ausgabe";"";"202";"Erwerb von sonst. beweglichen Sachen des Anlagevermögens";"";"Allgemeine Verwaltung";"Kämmerei";"1100"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0331.9351";"0";"0331";"9351";2014;1500;"Soll";"Ausgabe";"";"200";"Zimmerausstattungen";"";"Allgemeine Verwaltung";"Kassenverwaltung";"1102"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0331.9361";"0";"0331";"9361";2014;1500;"Soll";"Ausgabe";"";"210";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Kassenverwaltung";"1102"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0351.9351";"0";"0351";"9351";2014;2000;"Soll";"Ausgabe";"";"232";"Zimmerausstattungen";"";"Allgemeine Verwaltung";"Liegenschaftsverwaltung";"1103"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0501.9351";"0";"0501";"9351";2014;5000;"Soll";"Ausgabe";"";"330";"Zimmerausstattungen ";"";"Allgemeine Verwaltung";"Standesamt -Bürgerzentrum-";"1104"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0511.9359";"0";"0511";"9359";2014;650;"Soll";"Ausgabe";"";"660";"Erwerb von sonst. beweglichen Sachen des Anlagevermögens";"";"Allgemeine Verwaltung";"Statistik";"1105"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0511.9361";"0";"0511";"9361";2014;2500;"Soll";"Ausgabe";"";"660";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Statistik";"1105"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0521.9352";"0";"0521";"9352";2014;1250;"Soll";"Ausgabe";"gegsD=521";"330";"Arbeitsgeräte und Maschinen";"";"Allgemeine Verwaltung";"Wahlen -Bürgerzentrum-";"1106"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0521.9361";"0";"0521";"9361";2014;1500;"Soll";"Ausgabe";"gegsD=521";"330";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Wahlen -Bürgerzentrum-";"1106"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0521.9389";"0";"0521";"9389";2014;2500;"Soll";"Ausgabe";"gegsD=521";"330";"Erwerb von sonst. beweglichen Sachen des Anlagevermögens ";"";"Allgemeine Verwaltung";"Wahlen -Bürgerzentrum-";"1106"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0551.9351";"0";"0551";"9351";2014;5000;"Soll";"Ausgabe";"";"019";"Zimmerausstattungen";"";"Allgemeine Verwaltung";"Gleichstellungsstelle, Frauenbeauftragte Steuerung und Koordination";"1108"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0601.9351";"0";"0601";"9351";2014;13000;"Soll";"Ausgabe";"";"170";"Zimmerausstattungen";"";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik";"1111"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0601.9361";"0";"0601";"9361";2014;3000;"Soll";"Ausgabe";"";"170";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik";"1111"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0601.9390";"0";"0601";"9390";2014;590000;"Soll";"Ausgabe";"EinR.=9999, gegsD=9390";"9170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung -vgl. HhSt. 1.diverse UA.9390- ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 0601/00";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik";"1111"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0601.93901";"0";"0601";"93901";2014;490000;"Soll";"Ausgabe";"EinR.=9170, gegsD=9390";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Ersatz ";"allgemeine PC- und Monitorersatzbeschaffung sowie sonstige Hardware =-> zentrale Veranschlagung bei HhSt. 1.0601.93901";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik";"1111"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0631.9352";"0";"0631";"9352";2014;2500;"Soll";"Ausgabe";"";"180";"Arbeitsgeräte und Maschinen";"";"Allgemeine Verwaltung";"Buchbinderei, Hausdruckerei, Vervielfältigungsstellen u.ä. Zentraler Verwaltungsservice";"1114"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0631.9362";"0";"0631";"9362";2014;2000;"Soll";"Ausgabe";"";"180";"Arbeitsgeräte und Maschinen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Buchbinderei, Hausdruckerei, Vervielfältigungsstellen u.ä. Zentraler Verwaltungsservice";"1114"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0651.9352";"0";"0651";"9352";2014;3000;"Soll";"Ausgabe";"";"174";"Arbeitsgeräte und Maschinen";"";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik - Telekommunikation";"1115"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0651.9362";"0";"0651";"9362";2014;5500;"Soll";"Ausgabe";"";"174";"Arbeitsgeräte und Maschinen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik - Telekommunikation";"1115"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0651.9630";"0";"0651";"9630";2014;35000;"Soll";"Ausgabe";"";"174";"Betriebstechnische Anlagen ";"Städt. Kabelnetz, Multiplexer, TK-Anlagen";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik - Telekommunikation";"1115"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0670.9351";"0";"0670";"9351";2014;2000;"Soll";"Ausgabe";"";"330";"Zimmerausstattungen";"";"Allgemeine Verwaltung";"Sonstige Einrichtungen für die gesamte Verwaltung - Bürgerbüros";"1116"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0670.9361";"0";"0670";"9361";2014;2000;"Soll";"Ausgabe";"";"330";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Sonstige Einrichtungen für die gesamte Verwaltung - Bürgerbüros";"1116"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0670.9630";"0";"0670";"9630";2014;1500;"Soll";"Ausgabe";"";"330";"Betriebstechnische Anlagen";"";"Allgemeine Verwaltung";"Sonstige Einrichtungen für die gesamte Verwaltung - Bürgerbüros";"1116"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0699.9335";"0";"0699";"9335";2014;1540100;"Soll";"Ausgabe";"EinR.=9999, gegsD=1250";"9600";"Leasingzahlungen i.Z. mit unbeweglichem Vermögen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 0699/09";"Allgemeine Verwaltung";"Verwaltungsgebäude";"1117"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0699.9451";"0";"0699";"9451";2014;43000;"Soll";"Ausgabe";"";"601";"Erweiterungs-, Um- und Ausbauten";"";"Allgemeine Verwaltung";"Verwaltungsgebäude";"1118"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0699.9458";"0";"0699";"9458";2014;353000;"Soll";"Ausgabe";"EinR.=9999";"9600";"Erweiterungs-, Um- und Ausbauten ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 0699/08";"Allgemeine Verwaltung";"Verwaltungsgebäude";"1118"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0699.96302";"0";"0699";"96302";2014;21000;"Soll";"Ausgabe";"";"601";"Betriebstechnische Anlagen";"";"Allgemeine Verwaltung";"Verwaltungsgebäude";"1119"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0699.96329";"0";"0699";"96329";2014;57000;"Soll";"Ausgabe";"EinR.=9999";"9600";"Betriebstechnische Anlagen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 0699/09";"Allgemeine Verwaltung";"Verwaltungsgebäude";"1119"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0699.96390";"0";"0699";"96390";2014;25000;"Soll";"Ausgabe";"EinR.=9999";"9600";"Betriebstechnische Anlagen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 0699/09";"Allgemeine Verwaltung";"Verwaltungsgebäude";"1120"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0801.9351";"0";"0801";"9351";2014;3900;"Soll";"Ausgabe";"";"150";"Zimmerausstattungen";"";"Allgemeine Verwaltung";"Personalrat";"1121"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0801.9359";"0";"0801";"9359";2014;500;"Soll";"Ausgabe";"";"150";"Erwerb von sonst. beweglichen Sachen des Anlagevermögens";"";"Allgemeine Verwaltung";"Personalrat";"1121"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0811.9365";"0";"0811";"9365";2014;1000;"Soll";"Ausgabe";"";"180";"Geschirr, Bestecke und Haushaltsgeräte -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Kantinen, Gemeinschaftsküchen Zentraler Verwaltungsservice";"1122"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0831.9352";"0";"0831";"9352";2014;1500;"Soll";"Ausgabe";"";"011";"Arbeitsgeräte und Maschinen";"";"Allgemeine Verwaltung";"Aus- und Fortbildung Steuerung und Koordination SKb";"1123"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0851.9351";"0";"0851";"9351";2014;500;"Soll";"Ausgabe";"";"180";"Zimmerausstattungen";"";"Allgemeine Verwaltung";"Arbeitssicherheit und betriebl. Gesundheitsförderung -Zentraler Verwaltungsservice-";"1124"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0851.9352";"0";"0851";"9352";2014;500;"Soll";"Ausgabe";"";"180";"Arbeitsgeräte und Maschinen";"";"Allgemeine Verwaltung";"Arbeitssicherheit und betriebl. Gesundheitsförderung -Zentraler Verwaltungsservice-";"1124"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0851.9361";"0";"0851";"9361";2014;2000;"Soll";"Ausgabe";"";"180";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Arbeitssicherheit und betriebl. Gesundheitsförderung -Zentraler Verwaltungsservice-";"1124"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0851.9362";"0";"0851";"9362";2014;500;"Soll";"Ausgabe";"";"180";"Arbeitsgeräte und Maschinen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Arbeitssicherheit und betriebl. Gesundheitsförderung -Zentraler Verwaltungsservice-";"1124"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1101.9351";"1";"1101";"9351";2014;2000;"Soll";"Ausgabe";"";"320";"Zimmerausstattungen";"";"Öffentliche Sicherheit und Ordnung";"Allgemeine Ordnungsaufgaben";"1129"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1101.9352";"1";"1101";"9352";2014;4000;"Soll";"Ausgabe";"";"320";"Arbeitsgeräte und Maschinen ";"Material für Ordnungsaufgaben";"Öffentliche Sicherheit und Ordnung";"Allgemeine Ordnungsaufgaben";"1129"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1109.9351";"1";"1109";"9351";2014;2000;"Soll";"Ausgabe";"";"321";"Zimmerausstattungen";"";"Öffentliche Sicherheit und Ordnung";"Allgemeine Ordnungsaufgaben Kommunaler Ordnungsdienst";"1130"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1109.9352";"1";"1109";"9352";2014;2000;"Soll";"Ausgabe";"";"321";"Arbeitsgeräte und Maschinen";"";"Öffentliche Sicherheit und Ordnung";"Allgemeine Ordnungsaufgaben Kommunaler Ordnungsdienst";"1130"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1111.9351";"1";"1111";"9351";2014;11100;"Soll";"Ausgabe";"";"322";"Zimmerausstattungen";"";"Öffentliche Sicherheit und Ordnung";"KFZ-Zulassungsstelle";"1131"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1111.9352";"1";"1111";"9352";2014;1000;"Soll";"Ausgabe";"";"322";"Arbeitsgeräte und Maschinen";"";"Öffentliche Sicherheit und Ordnung";"KFZ-Zulassungsstelle";"1131"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1121.9361";"1";"1121";"9361";2014;1500;"Soll";"Ausgabe";"";"323";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Öffentliche Sicherheit und Ordnung";"Straßenverkehrsaufsicht";"1132"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1121.9362";"1";"1121";"9362";2014;2500;"Soll";"Ausgabe";"";"323";"Arbeitsgeräte und Maschinen -Ersatzbeschaffung-";"";"Öffentliche Sicherheit und Ordnung";"Straßenverkehrsaufsicht";"1132"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1122.9351";"1";"1122";"9351";2014;3000;"Soll";"Ausgabe";"";"324";"Zimmerausstattungen ";"";"Öffentliche Sicherheit und Ordnung";"Verkehrsüberwachung";"1133"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1122.9357";"1";"1122";"9357";2014;21000;"Soll";"Ausgabe";"";"324";"Beschaffung von Fahrzeugen";"";"Öffentliche Sicherheit und Ordnung";"Verkehrsüberwachung";"1133"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1122.9361";"1";"1122";"9361";2014;2000;"Soll";"Ausgabe";"";"324";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Öffentliche Sicherheit und Ordnung";"Verkehrsüberwachung";"1133"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1122.9362";"1";"1122";"9362";2014;130000;"Soll";"Ausgabe";"EinR.=9999";"9320";"Arbeitsgeräte und Maschinen -Ersatzbeschaffung- ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 1122/01";"Öffentliche Sicherheit und Ordnung";"Verkehrsüberwachung";"1133"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1122.93620";"1";"1122";"93620";2014;42000;"Soll";"Ausgabe";"";"324";"Arbeitsgeräte und Maschinen -Ersatzbeschaffung-";"";"Öffentliche Sicherheit und Ordnung";"Verkehrsüberwachung";"1133"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1122.9367";"1";"1122";"9367";2014;20000;"Soll";"Ausgabe";"EinR.=9999";"9320";"Beschaffung von Fahrzeugen -Ersatzbeschaffung- ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 1122/01";"Öffentliche Sicherheit und Ordnung";"Verkehrsüberwachung";"1133"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1141.9351";"1";"1141";"9351";2014;4500;"Soll";"Ausgabe";"";"314";"Zimmerausstattungen";"";"Öffentliche Sicherheit und Ordnung";"Umweltschutz";"1135"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1141.9361";"1";"1141";"9361";2014;4200;"Soll";"Ausgabe";"";"314";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Öffentliche Sicherheit und Ordnung";"Umweltschutz";"1135"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1161.9351";"1";"1161";"9351";2014;2500;"Soll";"Ausgabe";"";"330";"Zimmerausstattungen";"";"Öffentliche Sicherheit und Ordnung";"Einwohnerwesen einschließlich Paßamt und Ausländerbehörde -Bürgerzentrum-";"1136"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1161.9361";"1";"1161";"9361";2014;2500;"Soll";"Ausgabe";"";"330";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Öffentliche Sicherheit und Ordnung";"Einwohnerwesen einschließlich Paßamt und Ausländerbehörde -Bürgerzentrum-";"1136"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1191.9351";"1";"1191";"9351";2014;3500;"Soll";"Ausgabe";"";"320";"Zimmerausstattungen Wohnanlage am Kreuzhof 9";"";"Öffentliche Sicherheit und Ordnung";"Sonstige Ordnungsaufgaben Sonstige Notwohnanlagen";"1138"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9351";"1";"1301";"9351";2014;14000;"Soll";"Ausgabe";"";"360";"Zimmerausstattungen";"";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1140"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9352";"1";"1301";"9352";2014;10000;"Soll";"Ausgabe";"";"360";"Arbeitsgeräte und Maschinen ";"Feuerwehrtechnische Ausstattung";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1140"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.93520";"1";"1301";"93520";2014;250000;"Soll";"Ausgabe";"EinR.=9999";"9360";"Arbeitsgeräte und Maschinen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 1301/03";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1140"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.93570";"1";"1301";"93570";2014;45000;"Soll";"Ausgabe";"";"360";"Beschaffung von Fahrzeugen";"";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9359";"1";"1301";"9359";2014;14300;"Soll";"Ausgabe";"";"360";"Erwerb von sonst. beweglichen Sachen des Anlagevermögens ";"Feuerwehrtechnische Ausrüstungsgegenstände";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9361";"1";"1301";"9361";2014;10000;"Soll";"Ausgabe";"";"360";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9362";"1";"1301";"9362";2014;95000;"Soll";"Ausgabe";"";"360";"Arbeitsgeräte und Maschinen -Ersatzbeschaffung- ";"Hochdruckreiniger";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9363";"1";"1301";"9363";2014;3000;"Soll";"Ausgabe";"";"360";"Textilien und Bettenzubehör -Ersatzbeschaffung- ";"Matratzen und Lattenroste für Ruheräume (Mehrjahresprogramm)";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9367";"1";"1301";"9367";2014;870000;"Soll";"Ausgabe";"EinR.=9999";"9360";"Beschaffung von Fahrzeugen -Ersatzbeschaffung- Verpfl.ermächt. 1.100.000 davon 2016 1.100.000 ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 1301/00";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.93670";"1";"1301";"93670";2014;150000;"Soll";"Ausgabe";"";"360";"Beschaffung von Fahrzeugen -Ersatzbeschaffung- ";"Mehrzweckfahrzeuge";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9369";"1";"1301";"9369";2014;82800;"Soll";"Ausgabe";"";"360";"Erwerb von sonst. beweglichen Sachen des Anlagevermögens -Ersatzbeschaffung- ";"Feuerwehrtechnische Ausstattung";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9600";"1";"1301";"9600";2014;3000;"Soll";"Ausgabe";"";"360";"Betriebsanlagen ";"Alarmierungsgeräte";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9630";"1";"1301";"9630";2014;7000;"Soll";"Ausgabe";"";"360";"Betriebstechnische Anlagen ";"Feuermeldeanl. Brandschutzamt";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9690";"1";"1301";"9690";2014;3000;"Soll";"Ausgabe";"";"360";"Baunebenkosten: Betriebs- anlagen Neuanschluesse von Gebaeuden";"";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1142"
