haushalt;haushalt_beschreibung;haushaltstelle;einzelplan;unterabschnitt;haushaltkonto;jahr;wert;soll_ist;einnahme_ausgabe;vermerke;fb;haushaltstelle_beschreibung;haushaltstelle_beschreibung_detail;einzelplan_beschreibung;unterabschnitt_beschreibung;seite
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0331.9361";"0";"0331";"9361";2013;1500.00;"Ist";"Ausgabe";"";"210";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Kassenverwaltung";"1102"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0351.9361";"0";"0351";"9361";2013;759.43;"Ist";"Ausgabe";"";"232";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Liegenschaftsverwaltung";"1103"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0501.9351";"0";"0501";"9351";2013;91.15;"Ist";"Ausgabe";"";"330";"Zimmerausstattungen ";"";"Allgemeine Verwaltung";"Standesamt -Bürgerzentrum-";"1104"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0511.9361";"0";"0511";"9361";2013;1698.51;"Ist";"Ausgabe";"";"660";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Statistik";"1105"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0521.9352";"0";"0521";"9352";2013;2427.60;"Ist";"Ausgabe";"gegsD=521";"330";"Arbeitsgeräte und Maschinen";"";"Allgemeine Verwaltung";"Wahlen -Bürgerzentrum-";"1106"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0521.9359";"0";"0521";"9359";2013;3379.14;"Ist";"Ausgabe";"gegsD=521";"330";"Erwerb von sonst. beweglichen Sachen des Anlagevermögens";"";"Allgemeine Verwaltung";"Wahlen -Bürgerzentrum-";"1106"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0521.9361";"0";"0521";"9361";2013;10000.00;"Ist";"Ausgabe";"gegsD=521";"330";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Wahlen -Bürgerzentrum-";"1106"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0521.9389";"0";"0521";"9389";2013;2094.86;"Ist";"Ausgabe";"gegsD=521";"330";"Erwerb von sonst. beweglichen Sachen des Anlagevermögens ";"";"Allgemeine Verwaltung";"Wahlen -Bürgerzentrum-";"1106"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0591.9351";"0";"0591";"9351";2013;6822.06;"Ist";"Ausgabe";"";"011";"Zimmerausstattungen";"";"Allgemeine Verwaltung";"Integrationsstelle";"1109"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0601.3451";"0";"0601";"3451";2013;1810.00;"Ist";"Einnahme";"";"170";"Verkauf von Austattungs- gegenständen";"";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik";"1111"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0601.3456";"0";"0601";"3456";2013;4284.11;"Ist";"Einnahme";"";"170";"Ersatzleistung bei Vermögens- schäden an beweglichen Sachen Versicherungsleistungen";"";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik";"1111"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0601.9351";"0";"0601";"9351";2013;1587.03;"Ist";"Ausgabe";"";"170";"Zimmerausstattungen";"";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik";"1111"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0601.9361";"0";"0601";"9361";2013;2500.00;"Ist";"Ausgabe";"";"170";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik";"1111"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0601.9390";"0";"0601";"9390";2013;295000.00;"Ist";"Ausgabe";"EinR.=9999, gegsD=9390";"9170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung -vgl. HhSt. 1.diverse UA.9390- ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 0601/00";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik";"1111"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0601.93901";"0";"0601";"93901";2013;685685.86;"Ist";"Ausgabe";"EinR.=9170, gegsD=9390";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Ersatz ";"allgemeine PC- und Monitorersatzbeschaffung sowie sonstige Hardware =-> zentrale Veranschlagung bei HhSt. 1.0601.93901";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik";"1111"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0631.9362";"0";"0631";"9362";2013;12097.72;"Ist";"Ausgabe";"";"180";"Arbeitsgeräte und Maschinen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Buchbinderei, Hausdruckerei, Vervielfältigungsstellen u.ä. Zentraler Verwaltungsservice";"1114"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0651.9352";"0";"0651";"9352";2013;1899.98;"Ist";"Ausgabe";"";"174";"Arbeitsgeräte und Maschinen";"";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik - Telekommunikation";"1115"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0651.9362";"0";"0651";"9362";2013;3364.99;"Ist";"Ausgabe";"";"174";"Arbeitsgeräte und Maschinen -Ersatzbeschaffung-";"";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik - Telekommunikation";"1115"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0651.9630";"0";"0651";"9630";2013;35000.00;"Ist";"Ausgabe";"";"174";"Betriebstechnische Anlagen ";"Städt. Kabelnetz, Multiplexer, TK-Anlagen";"Allgemeine Verwaltung";"Amt für Informations- und Kommunikationstechnik - Telekommunikation";"1115"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0670.9351";"0";"0670";"9351";2013;1860.87;"Ist";"Ausgabe";"";"330";"Zimmerausstattungen";"";"Allgemeine Verwaltung";"Sonstige Einrichtungen für die gesamte Verwaltung - Bürgerbüros";"1116"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0699.9335";"0";"0699";"9335";2013;1540076.88;"Ist";"Ausgabe";"EinR.=9999, gegsD=1250";"9600";"Leasingzahlungen i.Z. mit unbeweglichem Vermögen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 0699/09";"Allgemeine Verwaltung";"Verwaltungsgebäude";"1117"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0699.9352";"0";"0699";"9352";2013;2249.10;"Ist";"Ausgabe";"";"601";"Arbeitsgeräte und Maschinen";"";"Allgemeine Verwaltung";"Verwaltungsgebäude";"1117"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0699.9451";"0";"0699";"9451";2013;1535.15;"Ist";"Ausgabe";"";"601";"Erweiterungs-, Um- und Ausbauten";"";"Allgemeine Verwaltung";"Verwaltungsgebäude";"1118"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0699.9454";"0";"0699";"9454";2013;0.19;"Ist";"Ausgabe";"";"9600";"Erweiterungs-, Um- und Ausbauten";"";"Allgemeine Verwaltung";"Verwaltungsgebäude";"1118"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0699.9459";"0";"0699";"9459";2013;18989.74;"Ist";"Ausgabe";"EinR.=9999, gegsD=1250";"9600";"Erweiterungs-, Um- und Ausbauten ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 0699/09";"Allgemeine Verwaltung";"Verwaltungsgebäude";"1118"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0699.94591";"0";"0699";"94591";2013;33.38;"Ist";"Ausgabe";"EinR.=9999, gegsD=1250";"9600";"Erweiterungs-, Um- und Ausbauten ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 0699/09";"Allgemeine Verwaltung";"Verwaltungsgebäude";"1118"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0699.94595";"0";"0699";"94595";2013;5550.00;"Ist";"Ausgabe";"EinR.=9999, gegsD=1250";"9600";"Erweiterungs-, Um- und Ausbauten ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 0699/09";"Allgemeine Verwaltung";"Verwaltungsgebäude";"1119"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0699.96302";"0";"0699";"96302";2013;40000.00;"Ist";"Ausgabe";"";"601";"Betriebstechnische Anlagen";"";"Allgemeine Verwaltung";"Verwaltungsgebäude";"1119"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0699.96303";"0";"0699";"96303";2013;499.90;"Ist";"Ausgabe";"";"601";"Betriebstechnische Anlagen";"";"Allgemeine Verwaltung";"Verwaltungsgebäude";"1119"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0801.9359";"0";"0801";"9359";2013;393.37;"Ist";"Ausgabe";"";"150";"Erwerb von sonst. beweglichen Sachen des Anlagevermögens";"";"Allgemeine Verwaltung";"Personalrat";"1121"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0811.9351";"0";"0811";"9351";2013;424.02;"Ist";"Ausgabe";"";"180";"Zimmerausstattungen";"";"Allgemeine Verwaltung";"Kantinen, Gemeinschaftsküchen Zentraler Verwaltungsservice";"1122"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"0.0851.9352";"0";"0851";"9352";2013;8349.99;"Ist";"Ausgabe";"";"180";"Arbeitsgeräte und Maschinen";"";"Allgemeine Verwaltung";"Arbeitssicherheit und betriebl. Gesundheitsförderung -Zentraler Verwaltungsservice-";"1124"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1101.9351";"1";"1101";"9351";2013;1770.59;"Ist";"Ausgabe";"";"320";"Zimmerausstattungen";"";"Öffentliche Sicherheit und Ordnung";"Allgemeine Ordnungsaufgaben";"1129"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1109.9351";"1";"1109";"9351";2013;1366.29;"Ist";"Ausgabe";"";"321";"Zimmerausstattungen";"";"Öffentliche Sicherheit und Ordnung";"Allgemeine Ordnungsaufgaben Kommunaler Ordnungsdienst";"1130"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1109.9352";"1";"1109";"9352";2013;212.03;"Ist";"Ausgabe";"";"321";"Arbeitsgeräte und Maschinen";"";"Öffentliche Sicherheit und Ordnung";"Allgemeine Ordnungsaufgaben Kommunaler Ordnungsdienst";"1130"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1111.9352";"1";"1111";"9352";2013;1000.00;"Ist";"Ausgabe";"";"322";"Arbeitsgeräte und Maschinen";"";"Öffentliche Sicherheit und Ordnung";"KFZ-Zulassungsstelle";"1131"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1111.9630";"1";"1111";"9630";2013;249.95;"Ist";"Ausgabe";"";"322";"Betriebstechnische Anlagen ";"Schwerhörigenanlage";"Öffentliche Sicherheit und Ordnung";"KFZ-Zulassungsstelle";"1131"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1121.9361";"1";"1121";"9361";2013;982.80;"Ist";"Ausgabe";"";"323";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Öffentliche Sicherheit und Ordnung";"Straßenverkehrsaufsicht";"1132"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1121.9362";"1";"1121";"9362";2013;2331.02;"Ist";"Ausgabe";"";"323";"Arbeitsgeräte und Maschinen -Ersatzbeschaffung-";"";"Öffentliche Sicherheit und Ordnung";"Straßenverkehrsaufsicht";"1132"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1122.9357";"1";"1122";"9357";2013;16897.72;"Ist";"Ausgabe";"";"324";"Beschaffung von Fahrzeugen";"";"Öffentliche Sicherheit und Ordnung";"Verkehrsüberwachung";"1133"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1122.9361";"1";"1122";"9361";2013;1341.82;"Ist";"Ausgabe";"";"324";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Öffentliche Sicherheit und Ordnung";"Verkehrsüberwachung";"1133"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1141.9361";"1";"1141";"9361";2013;3352.94;"Ist";"Ausgabe";"";"314";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Öffentliche Sicherheit und Ordnung";"Umweltschutz";"1135"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1161.9351";"1";"1161";"9351";2013;2010.73;"Ist";"Ausgabe";"";"330";"Zimmerausstattungen";"";"Öffentliche Sicherheit und Ordnung";"Einwohnerwesen einschließlich Paßamt und Ausländerbehörde -Bürgerzentrum-";"1136"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1161.9361";"1";"1161";"9361";2013;2268.14;"Ist";"Ausgabe";"";"330";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Öffentliche Sicherheit und Ordnung";"Einwohnerwesen einschließlich Paßamt und Ausländerbehörde -Bürgerzentrum-";"1136"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1191.9351";"1";"1191";"9351";2013;2322.88;"Ist";"Ausgabe";"";"320";"Zimmerausstattungen Wohnanlage am Kreuzhof 9";"";"Öffentliche Sicherheit und Ordnung";"Sonstige Ordnungsaufgaben Sonstige Notwohnanlagen";"1138"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1192.9450";"1";"1192";"9450";2013;-14702.16;"Ist";"Ausgabe";"EinR.=9999";"9320";"Erweiterungs-, Um- und Ausbauten ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2011 bis 2015 vgl. UA 1192/00";"Öffentliche Sicherheit und Ordnung";"Sonstige Ordnungsaufgaben Notwohnanl.Aussiger Str.23-29A";"1139"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.3450";"1";"1301";"3450";2013;27501.00;"Ist";"Einnahme";"";"360";"Verkauf von beweglichen Sachen";"";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1140"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.3610";"1";"1301";"3610";2013;14300.00;"Ist";"Einnahme";"EinR.=9999";"9360";"Investitionszuweisungen vom Land ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 1301/00+03";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1140"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9351";"1";"1301";"9351";2013;5714.38;"Ist";"Ausgabe";"";"360";"Zimmerausstattungen";"";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1140"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9352";"1";"1301";"9352";2013;9157.22;"Ist";"Ausgabe";"";"360";"Arbeitsgeräte und Maschinen ";"Feuerwehrtechnische Ausstattung";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1140"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9359";"1";"1301";"9359";2013;18964.10;"Ist";"Ausgabe";"";"360";"Erwerb von sonst. beweglichen Sachen des Anlagevermögens ";"Feuerwehrtechnische Ausrüstungsgegenstände";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9361";"1";"1301";"9361";2013;8607.13;"Ist";"Ausgabe";"";"360";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9362";"1";"1301";"9362";2013;94248.99;"Ist";"Ausgabe";"";"360";"Arbeitsgeräte und Maschinen -Ersatzbeschaffung- ";"Hochdruckreiniger";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9367";"1";"1301";"9367";2013;474000.00;"Ist";"Ausgabe";"EinR.=9999";"9360";"Beschaffung von Fahrzeugen -Ersatzbeschaffung- Verpfl.ermächt. 1.100.000 davon 2016 1.100.000 ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 1301/00";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.93670";"1";"1301";"93670";2013;47000.00;"Ist";"Ausgabe";"";"360";"Beschaffung von Fahrzeugen -Ersatzbeschaffung- ";"Mehrzweckfahrzeuge";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1301.9369";"1";"1301";"9369";2013;198448.66;"Ist";"Ausgabe";"";"360";"Erwerb von sonst. beweglichen Sachen des Anlagevermögens -Ersatzbeschaffung- ";"Feuerwehrtechnische Ausstattung";"Öffentliche Sicherheit und Ordnung";"Feuerlöschwesen";"1141"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1313.9450";"1";"1313";"9450";2013;100000.00;"Ist";"Ausgabe";"EinR.=9999";"9360";"Erweiterungs-, Um- und Ausbauten ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 1313/01";"Öffentliche Sicherheit und Ordnung";"Feuerwehr - Berufsfeuerwehr Hauptfeuerwache";"1143"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1313.96301";"1";"1313";"96301";2013;2134.07;"Ist";"Ausgabe";"EinR.=9999";"9360";"Betriebstechnische Anlagen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 1313/02";"Öffentliche Sicherheit und Ordnung";"Feuerwehr - Berufsfeuerwehr Hauptfeuerwache";"1143"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1319.9420";"1";"1319";"9420";2013;20000.00;"Ist";"Ausgabe";"EinR.=9999";"9360";"Gebäudeneubau ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 1319/00";"Öffentliche Sicherheit und Ordnung";"Feuerwehr - Freiw. Fw. FFW - LZ Altstadt";"1145"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1321.3406";"1";"1321";"3406";2013;117297.50;"Ist";"Einnahme";"EinR.=9999";"9360";"Ersatzleistung bei Vermögens- schäden an unbewegl. Sachen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 1321/00";"Öffentliche Sicherheit und Ordnung";"Feuerwehr - Freiw. Fw. FFW Burgweinting";"1146"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1321.9450";"1";"1321";"9450";2013;6340.72;"Ist";"Ausgabe";"EinR.=9999";"9360";"Erweiterungs-, Um- und Ausbauten ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 1321/00";"Öffentliche Sicherheit und Ordnung";"Feuerwehr - Freiw. Fw. FFW Burgweinting";"1146"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1321.9456";"1";"1321";"9456";2013;26641.20;"Ist";"Ausgabe";"EinR.=9999";"9360";"Erweiterungs-, Um- und Ausbauten ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 1321/00";"Öffentliche Sicherheit und Ordnung";"Feuerwehr - Freiw. Fw. FFW Burgweinting";"1146"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1321.9500";"1";"1321";"9500";2013;31500.00;"Ist";"Ausgabe";"EinR.=9999";"9360";"Tiefbaumaßnahmen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 1321/00";"Öffentliche Sicherheit und Ordnung";"Feuerwehr - Freiw. Fw. FFW Burgweinting";"1146"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1321.9880";"1";"1321";"9880";2013;42297.50;"Ist";"Ausgabe";"EinR.=9999";"9360";"Investitionszuschüsse an den übrigen Bereich ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 1321/00";"Öffentliche Sicherheit und Ordnung";"Feuerwehr - Freiw. Fw. FFW Burgweinting";"1146"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1322.9420";"1";"1322";"9420";2013;550000.00;"Ist";"Ausgabe";"EinR.=9999";"9360";"Gebäudeneubau ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 1322/00";"Öffentliche Sicherheit und Ordnung";"Feuerwehr - Freiw. Fw. FFW - LZ Keilberg";"1147"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"1.1323.3610";"1";"1323";"3610";2013;250.00;"Ist";"Einnahme";"EinR.=9999";"9360";"Investitionszuweisungen vom Land ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2012 bis 2016 vgl. UA 1323/00";"Öffentliche Sicherheit und Ordnung";"Feuerwehr - Freiw. Fw. FFW Oberisling";"1148"
